"","ID","time","Guar Gum (g/L)","Glucose (mol/L)","Ethanol (mol/L)","Propanoic Acid (mol/L)","Acetate (mol/L)","CH4 (mol-gas)"
"16",1,13,3.72650727432566,0.00159362265043855,3.01745850832902e-07,9.19842905646625e-11,0.000145675362781721,459002.08456372
"17",1,14,3.49381675462494,0.00130242515110959,2.64996978941724e-07,8.07123811171464e-11,0.000131300957903879,498427.750601184
"18",1,15,3.27597084767089,0.00110187608344361,2.37188934867394e-07,7.21958166475971e-11,0.000120678529560779,535022.726050837
"19",1,16,3.07202156728243,0.000956940490111278,2.15652537719897e-07,6.56075858875564e-11,0.000112676890607253,569203.298350658
"20",1,17,2.88108141014249,0.000845711936020758,1.98100609520895e-07,6.02430961637556e-11,0.000106329135386862,601326.796585831
"21",1,18,2.70231949429799,0.00075584069067094,1.83081232687709e-07,5.56560984776753e-11,0.000101022042261318,631674.320215088
"22",1,19,2.53495794415742,0.000680549625400348,1.69784229881327e-07,5.15977907791195e-11,9.64137191482247e-05,660464.962592947
"23",1,20,2.37826850626195,0.000615986354097982,1.57772203706412e-07,4.79338248345392e-11,9.23199007767972e-05,687873.229391801
"24",1,21,2.23156938111079,0.000559785658293854,1.46798507204511e-07,4.45883714162408e-11,8.86370432179526e-05,714042.108920442
"25",1,22,2.09422225726244,0.000510360983793416,1.36709728506531e-07,4.15142094134202e-11,8.53011043467616e-05,739091.724382774
"26",1,23,1.96562953481354,0.000466565548692343,1.27399010634701e-07,3.86784185292434e-11,8.22677878464888e-05,763124.977739571
"27",1,24,1.84523172618176,0.000427525648239809,1.1878467225614e-07,3.60558262436e-11,7.95034756666966e-05,786231.350434429
"28",1,25,1.73250502289072,0.000392552250885289,1.10800269118655e-07,3.36259587371433e-11,7.69809985287205e-05,808489.578291042
"29",1,26,1.62695901777729,0.000361089291493708,1.03389642845467e-07,3.13715193192507e-11,7.4677518850672e-05,829969.608490426
"30",1,27,1.52813457271784,0.000332680539030507,9.65041827428909e-08,2.92775451457979e-11,7.25733532041138e-05,850734.073464104
"31",1,28,1.43560182260287,0.000306946853762757,9.01011389464949e-08,2.7330886629207e-11,7.06512424700127e-05,870839.424713542
"32",1,29,1.34895830688163,0.000283569828427986,8.41424881399975e-08,2.55198567618257e-11,6.88958580340821e-05,890336.819407749
"33",1,30,1.26782722055293,0.000262279643796188,7.85941216251907e-08,2.38339797456843e-11,6.72934459732086e-05,909272.82320974
"34",1,31,1.19185577699658,0.00024284584708021,7.34252381673011e-08,2.22638028142511e-11,6.58315589051837e-05,927689.974204601
"35",1,32,1.12071367552546,0.000225070226879138,6.86078751626355e-08,2.08007508035598e-11,6.44988468692786e-05,945627.240362608
"36",1,33,1.05409166699184,0.000208781228903512,6.41165373743139e-08,1.94370109185967e-11,6.3284889535856e-05,963120.394322096
"37",1,34,0.991700211206463,0.000193829525571557,5.99278967352177e-08,1.81654395214246e-11,6.21800581240188e-05,980202.323119648
"38",1,35,0.933268220325287,0.000180084463229239,5.60205452591537e-08,1.69794853955516e-11,6.11753990687746e-05,996903.286044221
"39",1,36,0.878541882730572,0.000167431185819604,5.2374788511148e-08,1.5873125607047e-11,6.02625338230891e-05,1013251.13053769
"40",1,37,0.827283562279602,0.000155768286073244,4.89724706508325e-08,1.48408111811166e-11,5.94335707613595e-05,1029271.47366562
"41",1,38,0.779270768118696,0.000145005872398913,4.57968244792861e-08,1.38774205583059e-11,5.86810262830766e-05,1044987.85490475
"42",1,39,0.73429519056326,0.000135063966460589,4.2832341597266e-08,1.29782193125086e-11,5.79977530967507e-05,1060421.86467797
"43",1,40,0.692161798827832,0.000125871166082013,4.00646589707484e-08,1.21388249801542e-11,5.73768744363306e-05,1075593.25210565
"44",1,41,0.652687996654783,0.000117363522720267,3.74804590557179e-08,1.13551761148204e-11,5.68117237424555e-05,1090520.01476689
"45",1,42,0.615702832137641,0.000109483593724423,3.50673812606396e-08,1.06235048755814e-11,5.62957902388734e-05,1105218.47283961
"46",1,43,0.581046258266312,0.000102179637932671,3.28139429900297e-08,9.94031260161429e-12,5.58226719599363e-05,1119703.32980519
"47",1,44,0.548568440937623,9.54049295573174e-05,3.07094688620365e-08,9.30234793411175e-12,5.53860392407244e-05,1133987.72197817
"48",1,45,0.518129111376985,8.91171702577623e-05,2.87440269587284e-08,8.70658712919182e-12,5.4979613531737e-05,1148083.2594869
"49",1,46,0.489596960106334,8.32779831652828e-05,2.69083711721511e-08,8.15021626912436e-12,5.4597168599495e-05,1162000.06203133
"50",1,47,0.462849069771025,7.78524756619366e-05,2.51938888682836e-08,7.63061512878565e-12,5.42325634276898e-05,1175746.79380352
"51",1,48,0.437770384304827,7.28088601223295e-05,2.35925532168921e-08,7.14534249353748e-12,5.38798176715936e-05,1189330.70333754
"52",1,49,0.414253212068512,6.81181237454779e-05,2.20968796376094e-08,6.69212275668313e-12,5.35332398125646e-05,1202757.67556774
"53",1,50,0.392196760744568,6.37537401428691e-05,2.06998858995955e-08,6.2688336518135e-12,5.31876127256135e-05,1216032.30455844
"54",1,51,0.371506701909043,5.96914165903272e-05,1.93950554910903e-08,5.87349499994054e-12,5.28384280630946e-05,1229157.99536627
"55",1,52,0.352094763332062,5.59088718583371e-05,1.81763039516261e-08,5.50425837503775e-12,5.24821373246524e-05,1242137.10103506
"56",1,53,0.333878347181936,5.23856403565169e-05,1.70379479355999e-08,5.15939761507702e-12,5.21163554405656e-05,1254971.09439735
"57",1,54,0.316780172424302,4.91028990005793e-05,1.5974676846488e-08,4.83730012742794e-12,5.17399223365994e-05,1267660.76345939
"58",1,55,0.300727939818056,4.60433137637905e-05,1.49815269325133e-08,4.53645895342379e-12,5.13527199222057e-05,1280206.40500972
"59",1,56,0.285654018014381,4.31909033327221e-05,1.40538577471042e-08,4.25546556097467e-12,5.09551804846037e-05,1292607.97823373
"60",1,57,0.271495149364082,4.05309176672866e-05,1.31873308360752e-08,3.99300332180639e-12,5.05475165726471e-05,1304865.17572336
"61",1,58,0.258192174132198,3.80497295821701e-05,1.23778904244414e-08,3.74784160315892e-12,5.01288255559221e-05,1316977.37983273
"62",1,59,0.24568977190753,3.57347377324498e-05,1.16217457752543e-08,3.51883037352985e-12,4.96963139228307e-05,1328943.49862774
"63",1,60,0.233936219078726,3.35742796097616e-05,1.09153548335107e-08,3.304895204261e-12,4.9244889440808e-05,1340761.71007702
"64",1,61,0.222883161326608,3.15575533440809e-05,1.02554087881849e-08,3.10503255498482e-12,4.87672731358223e-05,1352429.17264437
"65",1,62,0.212485400160244,2.96745472672439e-05,9.63881728460472e-09,2.91830526111426e-12,4.82546312593034e-05,1363941.77382157
"66",1,63,0.202700692587561,2.79159763296424e-05,9.06269416168634e-09,2.74383818475564e-12,4.76975775134061e-05,1375293.98099806
"67",1,64,0.193489563086044,2.62732245805613e-05,8.52434373257684e-09,2.58081403412081e-12,4.70872780420082e-05,1386478.8331225
"68",1,65,0.184815127090227,2.47382930211441e-05,8.02124774037822e-09,2.42846939082724e-12,4.64163151601066e-05,1397488.07124422
"69",1,66,0.176642925277176,2.33037522275023e-05,7.55105318586977e-09,2.28609100427781e-12,4.56789635319084e-05,1408312.35818132
"70",1,67,0.168940767979554,2.19626992157995e-05,7.11156121678728e-09,2.1530124101189e-12,4.48706786988765e-05,1418941.49674389
"71",1,68,0.161678589105583,2.07087180867972e-05,6.70071716747949e-09,2.02861089930539e-12,4.39869319460305e-05,1429364.5458013
"72",1,69,0.154828308989631,1.95358440442537e-05,6.31660165623442e-09,1.91230480937379e-12,4.30219222248781e-05,1439569.77395884
"73",1,70,0.148363705637934,1.8438530431267e-05,5.95742246458425e-09,1.80355105416968e-12,4.19678591417233e-05,1449544.47337227
"74",1,72.5,0.133732817845975,1.59928485321662e-05,5.15786733488666e-09,1.561464986395e-12,3.88790199627024e-05,1473378.0582609
"75",1,75,0.121023488541949,1.39168888236335e-05,4.48079352880832e-09,1.35647035493606e-12,3.50220884179296e-05,1495426.68272045
"76",1,77.5,0.109949093615519,1.21511402240495e-05,3.9066739616575e-09,1.18265176770428e-12,3.02948466666161e-05,1515393.9564235
"77",1,80,0.100268246074078,1.06458992404222e-05,3.41906401682801e-09,1.03502818089925e-12,2.47705229216701e-05,1532976.39169314
"78",1,82.5,0.0917776042225775,9.35965062192e-06,3.00404342027755e-09,9.09383582050632e-13,1.89339961499538e-05,1547962.79356515
"79",1,85,0.0843057798477981,8.25771798083583e-06,2.64975840619562e-09,8.02128144158592e-13,1.36683375440834e-05,1560387.97383491
"80",1,90,0.0718627352712714,6.49570208482436e-06,2.08500599237229e-09,6.31159850183521e-13,6.79735385259722e-06,1578995.1138276
"81",1,95,0.0620308883436466,5.18068395996235e-06,1.66401986474953e-09,5.0371696852559e-13,3.49630532390195e-06,1591998.57964225
"82",1,100,0.0541584821118271,4.18733411264604e-06,1.34588619597579e-09,4.07411664783932e-13,1.87506801778482e-06,1601533.53908117
"83",2,0,8.673168,0,0,0,0,0
"84",2,0.25,8.57905438743191,0.000432008614159621,1.50292516998896e-07,2.84310029597956e-11,1.81946252487308e-05,608.690604663212
"85",2,0.5,8.48597398738212,0.000756725208156193,2.5619330973934e-07,4.84570006285101e-11,3.36680139593824e-05,2544.98778020806
"86",2,1,8.30286756505918,0.001184772061765,3.98415220579767e-07,7.53999777577002e-11,5.4228486188182e-05,9883.50992653874
"87",2,2,7.94856231244457,0.00148979429163007,5.47172662106162e-07,1.0363797180831e-10,7.43025824996793e-05,35324.9642707687
"88",2,3,7.60956112592,0.0014062300595019,5.94485302581332e-07,1.12627899198112e-10,8.1201634306201e-05,70767.1682010783
"89",2,4,7.2852027424293,0.00119274147524256,5.82032661304699e-07,1.10255791189402e-10,8.09743588047619e-05,111774.74311357
"90",2,5,6.97485446225157,0.000986362219339938,5.45761662987091e-07,1.03358404122727e-10,7.79254408234142e-05,155003.376716114
"91",2,6,6.67791091487664,0.000827111256357587,5.08137759916462e-07,9.62085417401946e-11,7.47100093541254e-05,198553.050003066
"92",2,7,6.39379287819348,0.000709466682882065,4.7571838655034e-07,9.00508343551302e-11,7.21005758670444e-05,241603.862728861
"93",2,8,6.12194614868867,0.000620095053385392,4.48017720560406e-07,8.47914812955999e-11,7.00357332581856e-05,283876.978478587
"94",2,9,5.86184046045127,0.000549427977709995,4.23562825738096e-07,8.01499582481786e-11,6.83379733272351e-05,325311.035650732
"95",2,10,5.6129684508758,0.000491746700872918,4.01378234039342e-07,7.59406303995664e-11,6.68897788994334e-05,365925.981584282
"96",2,11,5.37484467104616,0.000443576204690802,3.80918199928664e-07,7.20596243615466e-11,6.56252607418766e-05,405771.102137083
"97",2,12,5.14700463887043,0.000402658556054691,3.61862455588774e-07,6.84459516057921e-11,6.45055242155817e-05,444904.26982628
"98",2,13,4.92900393311994,0.00036743596946839,3.44004193348601e-07,6.50602069273065e-11,6.35050483204261e-05,483383.241544888
"99",2,14,4.72041732660577,0.000336785563367343,3.27198377230875e-07,6.18747402848407e-11,6.2605284446227e-05,521262.061708487
"100",2,15,4.52083795680228,0.000309871367165438,3.11336769898758e-07,5.88689076143607e-11,6.17914426603752e-05,558589.685232899
"101",2,16,4.32987653230036,0.00028605517603514,2.96334679668125e-07,5.60265499112826e-11,6.10506478890631e-05,595409.504384188
"102",2,17,4.14716057354276,0.000264839718870062,2.82123339352931e-07,5.3334543209963e-11,6.03707130435497e-05,631759.160315
"103",2,18,3.97233368636103,0.000245830862471248,2.68645254894447e-07,5.07819133404307e-11,5.97391894655002e-05,667670.342417542
"104",2,19,3.80505486689772,0.00022871162877647,2.5585123551575e-07,4.83592705038131e-11,5.91425320165334e-05,703168.427735341
"105",2,20,3.64499783655814,0.000213223842572681,2.43698427960307e-07,4.60584348425367e-11,5.85653279034505e-05,738271.885991806
"106",2,21,3.49185040569526,0.000199154870221382,2.32148973999458e-07,4.38721805857663e-11,5.79896755350939e-05,772991.430865845
"107",2,22,3.34531386478705,0.000186327848096742,2.21169061840043e-07,4.17940551543139e-11,5.73950495085615e-05,807328.986449644
"108",2,23,3.20510240191972,0.000174594358886266,2.10728218190154e-07,3.98182441364157e-11,5.67594332398346e-05,841276.725637238
"109",2,24,3.07094254543904,0.000163828859624906,2.00798720899126e-07,3.79394590552768e-11,5.60630487599775e-05,874816.795504206
"110",2,25,2.94257263068532,0.000153924385535584,1.91355027733739e-07,3.61528289512819e-11,5.52958345814927e-05,907922.827117776
"111",2,26,2.81974228977684,0.000144789197640469,1.82373159012746e-07,3.4453782598114e-11,5.44667785754908e-05,940564.426196665
"112",2,27,2.70221196343475,0.00013634413836827,1.73830100883774e-07,3.28379353663571e-11,5.36063862203364e-05,972714.367322484
"113",2,28,2.58975243391022,0.000128520525008501,1.65703477942929e-07,3.13010269265387e-11,5.27514066537611e-05,1004354.7542119
"114",2,29,2.48214437809774,0.00012125845646192,1.57971727514439e-07,2.9838953926075e-11,5.19168941095418e-05,1035476.44469344
"115",2,30,2.37917793996457,0.000114505440915169,1.50614634588281e-07,2.8447870829876e-11,5.1080141962382e-05,1066070.34582374
"116",2,31,2.28065232146301,0.000108215275112602,1.43613755642057e-07,2.71242696822028e-11,5.01914927983056e-05,1096116.36910679
"117",2,32,2.18637539112825,0.000102347122624314,1.36952383595855e-07,2.58649730989908e-11,4.92028805609376e-05,1125577.68761316
"118",2,33,2.096163309599,9.68647507975686e-05,1.30615053829219e-07,2.46670405605574e-11,4.80966616675945e-05,1154404.22149857
"119",2,34,2.00984017133118,9.17358952083422e-05,1.24586874901762e-07,2.35276416799721e-11,4.68939468250804e-05,1182543.50002154
"120",2,35,1.92723766180626,8.69317272833021e-05,1.1885316532048e-07,2.24439874299918e-11,4.56251907628683e-05,1209949.98860976
"121",2,36,1.84819472956644,8.2426405957193e-05,1.13399695648704e-07,2.14133758068665e-11,4.42879284833238e-05,1236583.00317163
"122",2,37,1.77255727243737,7.81966982032211e-05,1.08213154755123e-07,2.04332797832595e-11,4.28476587713788e-05,1262396.47038829
"123",2,38,1.70017783732705,7.42216563375634e-05,1.03281185638192e-07,1.95013538733854e-11,4.12811239980352e-05,1287335.14385045
"124",2,39,1.63091533301566,7.04823423801124e-05,9.85919948320872e-08,1.86153601770512e-11,3.95958394688514e-05,1311341.9167399
"125",2,40,1.56463475537662,6.69615916176654e-05,9.41341482863652e-08,1.77731297384415e-11,3.77973458704551e-05,1334363.58633859
"126",2,41,1.50120692449319,6.36438089852844e-05,8.9896751180415e-08,1.69725964385195e-11,3.58682632717099e-05,1356346.87608478
"127",2,42,1.44050823315817,6.05147930475293e-05,8.5869520549871e-08,1.62118105955051e-11,3.37954719217277e-05,1377235.40683824
"128",2,43,1.38242040626614,5.75615832921038e-05,8.20426014552259e-08,1.54889041433869e-11,3.15816011135701e-05,1396973.96602347
"129",2,44,1.32683027062908,5.47723271958708e-05,7.84064803754303e-08,1.48020742123764e-11,2.92286936642948e-05,1415511.1379045
"130",2,45,1.27362953476626,5.21361641266441e-05,7.49519475654523e-08,1.41495759460504e-11,2.67501806682104e-05,1432800.50494143
"131",2,46,1.22271457823863,4.96431236339197e-05,7.16698975811185e-08,1.35296847578877e-11,2.41916805577629e-05,1448807.78658886
"132",2,47,1.17398625011638,4.72840360811621e-05,6.85510745120249e-08,1.29406481691445e-11,2.16416500768069e-05,1463522.38175243
"133",2,48,1.12734967618615,4.50504538996012e-05,6.55858272398933e-08,1.2380639558446e-11,1.92394891740874e-05,1476972.32977023
"134",2,49,1.082714074521,4.29345820129423e-05,6.27640544869438e-08,1.18477477884222e-11,1.71392875547814e-05,1489236.25651852
"135",2,50,1.03999257905256,4.09292162051479e-05,6.00756367208949e-08,1.13400587856295e-11,1.54276653785564e-05,1500436.40036562
"136",2,51,0.999102070800088,3.90276883883432e-05,5.75112304905381e-08,1.08558055096032e-11,1.40768974359826e-05,1510709.09672836
"137",2,52,0.959963016426013,3.72238178819844e-05,5.5062825356509e-08,1.03934730195927e-11,1.29898570316671e-05,1520174.01325961
"138",2,53,0.922499313801402,3.55118679433069e-05,5.27237295835104e-08,9.95179566553003e-12,1.207072742917e-05,1528922.49563917
"139",2,54,0.886638144278494,3.38865068972622e-05,5.04882345809781e-08,9.52969365871502e-12,1.12551824544297e-05,1537021.89133775
"140",2,55,0.852309831380096,3.23427733052882e-05,4.83512825160331e-08,9.12621027575672e-12,1.05077156400107e-05,1544524.00323563
"141",2,56,0.819447705628021,3.08760446892746e-05,4.63082476465956e-08,8.74047055021429e-12,9.81080978271008e-06,1551471.64621188
"142",2,57,0.787987975244466,2.94820093923864e-05,4.43548143510177e-08,8.37165822715236e-12,9.15644203582366e-06,1557902.53454986
"143",2,58,0.757869602471443,2.81566412139366e-05,4.24869125624568e-08,8.01900355830248e-12,8.54111615282023e-06,1563851.31857225
"144",2,59,0.729034185264138,2.68961765028601e-05,4.07006828126843e-08,7.68177668890251e-12,7.96327927521099e-06,1569350.57390215
"145",2,60,0.701425844124287,2.56970934348477e-05,3.89924556559921e-08,7.35928376061354e-12,7.42205784255721e-06,1574431.24619026
"146",2,61,0.674991113849544,2.45560932329347e-05,3.73587379265857e-08,7.05086430562709e-12,6.91667081426789e-06,1579122.82576225
"147",2,62,0.649678839984153,2.34700831212136e-05,3.57962022535976e-08,6.75588925678625e-12,6.44618126634675e-06,1583453.39509509
"148",2,63,0.625440079765272,2.24361608270812e-05,3.43016781780827e-08,6.47375926108141e-12,6.00941526336923e-06,1587449.62266274
"149",2,64,0.602228007367905,2.14516004696808e-05,3.28721441196615e-08,6.20390315441744e-12,5.60496215231834e-06,1591136.74088639
"150",2,65,0.579997823259656,2.05138396914695e-05,3.15047198602539e-08,5.94577653480027e-12,5.23121252355279e-06,1594538.52721866
"151",2,66,0.558706667484379,1.96204679065599e-05,3.0196659405529e-08,5.69886040756333e-12,4.88641097027609e-06,1597677.29733277
"152",2,67,0.538313536701592,1.87692155540438e-05,2.8945344171811e-08,5.46265989270373e-12,4.56871145411082e-06,1600573.91380874
"153",2,68,0.518779204815532,1.79579442571779e-05,2.77482764834266e-08,5.23670299143278e-12,4.27622881902946e-06,1603247.81056996
"154",2,69,0.500066147034946,1.71846378003955e-05,2.66030733793027e-08,5.02053941166018e-12,4.00708325665787e-06,1605717.03159538
"155",2,70,0.482138467211387,1.64473938458028e-05,2.550746073061e-08,4.81373945269811e-12,3.75943646579607e-06,1607998.28156608
"156",2,72.5,0.440533616839223,1.47505133370036e-05,2.29713809694862e-08,4.33505907339993e-12,3.22299039121186e-06,1612977.29424612
"157",2,75,0.403129863273034,1.32425909233887e-05,2.07006016578984e-08,3.9064676339615e-12,2.7851295785543e-06,1617083.89879546
"158",2,77.5,0.36948258699379,1.19014459710615e-05,1.86671565537128e-08,3.52268233119592e-12,2.4251141332274e-06,1620487.05947559
"159",2,80,0.339194133871562,1.07077054248438e-05,1.68460543667474e-08,3.17898287169068e-12,2.12639212947227e-06,1623322.266417
"160",2,82.5,0.311908966176253,9.64439918115727e-06,1.52149367967866e-08,2.87114671332385e-12,1.87607078957766e-06,1625697.7846285
"161",2,85,0.287309310360493,8.69662415865148e-06,1.37537843754229e-08,2.59539337449411e-12,1.66423782965009e-06,1627700.01239925
"162",2,90,0.245061203874701,7.09675201268535e-06,1.12714974106505e-08,2.12694079535604e-12,1.32747466222812e-06,1630846.62704554
"163",2,95,0.21052394343171,5.82059958231988e-06,9.27692400233166e-09,1.75054002459609e-12,1.07417478878545e-06,1633164.43435123
"164",2,100,0.182163420156076,4.79979042709553e-06,7.6719060301436e-09,1.44766057201342e-12,8.79020053658914e-07,1634912.94282167
"165",3,0,8.673168,0,0,0,0,0
"166",3,0.25,8.52439817534582,0.000740472094147492,8.1961608880386e-08,1.55411419695341e-11,1.13796043874894e-05,385.389984417801
"167",3,0.5,8.37820415785835,0.00139300235588677,1.44327410649838e-07,2.7384289210029e-11,2.12011567334516e-05,1571.93866256897
"168",3,1,8.09336589416056,0.00249300126435737,2.37896704824363e-07,4.52139342041774e-11,3.63933063333626e-05,6087.5424093733
"169",3,2,7.55268740716189,0.00406047428689356,3.71923869030444e-07,7.08802274330037e-11,5.76904492716568e-05,22677.7501606844
"170",3,3,7.04849204977459,0.00493895124830201,4.78807532369668e-07,9.14555007202161e-11,7.39232983994034e-05,48397.9981591846
"171",3,4,6.5783175064361,0.00522030657144196,5.69323117749087e-07,1.08953632805914e-10,8.74649211580373e-05,82564.7825624114
"172",3,5,6.13986761032872,0.00499011977186365,6.37799834295394e-07,1.222355849683e-10,9.77712499017322e-05,124317.263218013
"173",3,6,5.73100112990798,0.00437427779900843,6.71723925151745e-07,1.28828214733173e-10,0.000103095802242332,172164.559243884
"174",3,7,5.34972131212214,0.00355238860775728,6.60276918810925e-07,1.26598364054657e-10,0.000101878349050517,223787.517214632
"175",3,8,4.99416613126037,0.00272723270239392,6.06134797254835e-07,1.16079504659588e-10,9.45063689131163e-05,276311.651310176
"176",3,9,4.66259919581274,0.00205214355845576,5.30179221433813e-07,1.01366692248564e-10,8.40032910688458e-05,327141.974001194
"177",3,10,4.35340126894015,0.00157571372079213,4.57570147299761e-07,8.73482603943221e-11,7.40019265143709e-05,374790.366555794
"178",3,11,4.06506236114896,0.00126246469729399,4.00495434884419e-07,7.6360065896769e-11,6.62531801846441e-05,418935.443481594
"179",3,12,3.79617435656054,0.00105398726457647,3.58092813270502e-07,6.82139541149967e-11,6.06247689525147e-05,459872.796751363
"180",3,13,3.54542413677228,0.000905947289223531,3.25405624479087e-07,6.19442516943685e-11,5.63968503540539e-05,498031.322856122
"181",3,14,3.31158716873767,0.000792981796617521,2.98505821695059e-07,5.67910798279211e-11,5.30000471481983e-05,533784.261803967
"182",3,15,3.09352152535956,0.000702052083615853,2.75205534157788e-07,5.23321873869742e-11,5.01170641663569e-05,567425.830938216
"183",3,16,2.89016230960502,0.000626368999707584,2.54417472396806e-07,4.83577653015887e-11,4.75899690644708e-05,599190.590192288
"184",3,17,2.70051645492129,0.000562061031955715,2.35585139509076e-07,4.47602848192337e-11,4.53377896552447e-05,629272.107849084
"185",3,18,2.52365787657114,0.000506659801555013,2.18386038021207e-07,4.14773134199796e-11,4.33135796323074e-05,657834.729448238
"186",3,19,2.3587229502202,0.000458445258627486,2.02604115467391e-07,3.84669682028963e-11,4.14859388534243e-05,685020.672573979
"187",3,20,2.20490629570764,0.00041614745375917,1.88077869683689e-07,3.56979263898936e-11,3.9831471944676e-05,710954.622277801
"188",3,21,2.06145684542982,0.00037879394949235,1.74678152324393e-07,3.31451455526028e-11,3.83315459009271e-05,735746.970824826
"189",3,22,1.92767417810845,0.00034562145400916,1.62297430313219e-07,3.07877877995047e-11,3.69707100469877e-05,759496.235517054
"190",3,23,1.80290510015165,0.000316019619430174,1.50843816330931e-07,2.86080627326763e-11,3.57358103038165e-05,782290.921357195
"191",3,24,1.68654045780312,0.000289493046602858,1.40237363184906e-07,2.65905074718599e-11,3.46154344625426e-05,804210.983302248
"192",3,25,1.57801216460544,0.000265634550733741,1.30407583483015e-07,2.47215037410305e-11,3.35995373748334e-05,825328.989869206
"193",3,26,1.47679042965203,0.000244105806005406,1.21291700687149e-07,2.29889367317641e-11,3.26791738843748e-05,845711.059876081
"194",3,27,1.38238117310281,0.000224623017671957,1.12833366608703e-07,2.13819445525378e-11,3.18463005567545e-05,865417.624564153
"195",3,28,1.29432361635484,0.000206946119318785,1.04981690513979e-07,1.98907283057932e-11,3.10936232730806e-05,884504.053694157
"196",3,29,1.21218803510935,0.000190870499186559,9.76904839929873e-08,1.85064042226524e-11,3.04144763434328e-05,903021.174362334
"197",3,30,1.13557366436989,0.000176220576104443,9.09176597563369e-08,1.72208858579781e-11,2.98027237593465e-05,921015.704072777
"198",3,31,1.06410674514569,0.000162844750708379,8.46247431501063e-08,1.60267883380679e-11,2.92526762242885e-05,938530.614274065
"199",3,32,0.997438703323171,0.000150611394238599,7.87764681629623e-08,1.49173491673252e-11,2.875901951893e-05,955605.436599841
"200",3,33,0.935244451810249,0.000139405630323859,7.33404381236193e-08,1.38863617330397e-11,2.83167510345763e-05,972276.521080239
"201",3,34,0.877220807655526,0.000129126729896921,6.82868368932981e-08,1.29281187354313e-11,2.79211222187425e-05,988577.253359309
"202",3,35,0.82308501640078,0.000119685985187047,6.35881801737996e-08,1.20373635116405e-11,2.75675854064145e-05,1004538.23629186
"203",3,36,0.772573376443432,0.000111004961647255,5.92190992014881e-08,1.12092477380114e-11,2.72517442056514e-05,1020187.44009727
"204",3,37,0.725439956667545,0.00010301405065638,5.515615097047e-08,1.04392943601199e-11,2.69693074079891e-05,1035550.32447456
"205",3,38,0.681455401050811,9.56512635338715e-05,5.13776504736841e-08,9.72336486274335e-12,2.67160474598571e-05,1050649.935749
"206",3,39,0.64040581437265,8.88612206167766e-05,4.7863521430785e-08,9.05763018375563e-12,2.64877660428235e-05,1065506.98230867
"207",3,40,0.602091723537383,8.25942991153863e-05,4.45951626944967e-08,8.43854471766446e-12,2.62802714563069e-05,1080139.89245303
"208",3,41,0.566327109388454,7.68059110567428e-05,4.15553280658281e-08,7.86282296039651e-12,2.60893753921991e-05,1094564.86053104
"209",3,42,0.532938504226885,7.14558884612259e-05,3.87280176546188e-08,7.32741842694903e-12,2.5910920178016e-05,1108795.89012453
"210",3,43,0.501764150561445,6.650795742067e-05,3.60983792340468e-08,6.82950453517517e-12,2.57408508008483e-05,1122844.8471361
"211",3,44,0.472653216911196,6.19292862793065e-05,3.3652618288795e-08,6.36645719858955e-12,2.55753468202349e-05,1136721.54063736
"212",3,45,0.445465066754816,5.7690095898023e-05,3.13779156788478e-08,5.93583891488197e-12,2.5411023399796e-05,1150433.8539074
"213",3,46,0.420068576977005,5.37633221834394e-05,2.92623520679959e-08,5.53538418124554e-12,2.52451920144618e-05,1163987.94926238
